,id,symbol,period,interval,start_at,open_time,volume,open,high,low,close,turnover
0,16259399,SANDUSDT,60,60,1635757200,1635757200,83355,1.713,1.8033,1.6903,1.7959,144094.1617
1,16262129,SANDUSDT,60,60,1635760800,1635760800,1136198,1.7959,2.0114,1.785,1.9854,2161687.2436
2,16267264,SANDUSDT,60,60,1635764400,1635764400,5429363,1.9854,2.2,1.9617,2.1017,11299533.5113
3,16272253,SANDUSDT,60,60,1635768000,1635768000,6286356,2.1017,2.3666,2.0735,2.19,14008543.4574
4,16277518,SANDUSDT,60,60,1635771600,1635771600,4344432,2.19,2.2695,2.0569,2.0907,9320866.0093
5,16282570,SANDUSDT,60,60,1635775200,1635775200,5014568,2.0907,2.2684,2.046,2.1613,10822890.679
6,16287688,SANDUSDT,60,60,1635778800,1635778800,3988969,2.1613,2.1613,1.9749,2.0196,8196155.7762
7,16292797,SANDUSDT,60,60,1635782400,1635782400,2309552,2.0196,2.0932,1.9652,2.0215,4678541.986
8,16297994,SANDUSDT,60,60,1635786000,1635786000,2720406,2.0215,2.137,1.9758,2.0349,5551937.3793
9,16303063,SANDUSDT,60,60,1635789600,1635789600,2714264,2.0349,2.155,2.0,2.1008,5640517.978
10,16308269,SANDUSDT,60,60,1635793200,1635793200,1892830,2.1008,2.1052,2.0162,2.081,3894795.2824
11,16313301,SANDUSDT,60,60,1635796800,1635796800,1946217,2.081,2.1111,2.0115,2.0144,4015846.8913
12,16318411,SANDUSDT,60,60,1635800400,1635800400,2590235,2.0144,2.1608,1.9699,2.1186,5334439.8677
13,16323573,SANDUSDT,60,60,1635804000,1635804000,3229661,2.1186,2.2275,2.0874,2.0914,6963932.6134
14,16328630,SANDUSDT,60,60,1635807600,1635807600,2004200,2.0914,2.1365,2.07,2.1314,4212555.0742
15,16333875,SANDUSDT,60,60,1635811200,1635811200,12854886,2.1314,2.8707,2.08,2.701,32496016.7678
16,16339130,SANDUSDT,60,60,1635814800,1635814800,12257073,2.701,3.2881,2.6599,2.946,36427238.4685
17,16344110,SANDUSDT,60,60,1635818400,1635818400,9832910,2.946,2.98,2.6696,2.7796,27327973.6995
18,16349301,SANDUSDT,60,60,1635822000,1635822000,6223072,2.7796,2.7999,2.6455,2.7216,16953208.8374
19,16354371,SANDUSDT,60,60,1635825600,1635825600,8472314,2.7216,2.7823,2.5333,2.6012,22316936.1373
20,16359535,SANDUSDT,60,60,1635829200,1635829200,6493967,2.6012,2.745,2.5745,2.6357,17288437.9469
21,16364504,SANDUSDT,60,60,1635832800,1635832800,5905935,2.6357,2.7621,2.5906,2.7611,15766057.2638
22,16369675,SANDUSDT,60,60,1635836400,1635836400,9597472,2.7611,2.89,2.7262,2.8571,26843014.2113
23,16374779,SANDUSDT,60,60,1635840000,1635840000,7172974,2.8571,2.9191,2.6725,2.7191,19812627.154
24,16379879,SANDUSDT,60,60,1635843600,1635843600,6537145,2.7191,2.8226,2.6753,2.7238,17900336.1712
25,16385027,SANDUSDT,60,60,1635847200,1635847200,6364304,2.7238,2.84,2.7004,2.82,17536484.4998
26,16390165,SANDUSDT,60,60,1635850800,1635850800,5737770,2.82,2.8214,2.7076,2.7138,15788196.2117
27,16395219,SANDUSDT,60,60,1635854400,1635854400,6377125,2.7138,2.8225,2.71,2.7298,17605351.1127
28,16400482,SANDUSDT,60,60,1635858000,1635858000,8710410,2.7298,2.7489,2.5888,2.6069,23077233.8349
29,16405528,SANDUSDT,60,60,1635861600,1635861600,6709186,2.6069,2.6874,2.595,2.6683,17798632.3443
30,16410581,SANDUSDT,60,60,1635865200,1635865200,7822346,2.6683,2.693,2.55,2.5868,20617210.2043
31,16415834,SANDUSDT,60,60,1635868800,1635868800,8407240,2.5868,2.6991,2.55,2.6421,22082859.2058
32,16420920,SANDUSDT,60,60,1635872400,1635872400,14178813,2.6421,2.9489,2.6147,2.7988,39842138.0243
33,16426032,SANDUSDT,60,60,1635876000,1635876000,9233307,2.7988,2.8955,2.73,2.8246,25903183.2241
34,16431105,SANDUSDT,60,60,1635879600,1635879600,11166250,2.8246,3.1,2.8122,2.9444,33174150.9792
35,16436130,SANDUSDT,60,60,1635883200,1635883200,9748749,2.9444,3.0686,2.8216,2.8841,28570771.7447
36,16441324,SANDUSDT,60,60,1635886800,1635886800,7717725,2.8841,3.2,2.88,3.1953,23326582.9714
37,16446502,SANDUSDT,60,60,1635890400,1635890400,11832078,3.1953,3.2897,3.065,3.1851,37754605.081
38,16451517,SANDUSDT,60,60,1635894000,1635894000,7869963,3.1851,3.2092,2.9761,3.0646,24179428.2563
39,16456618,SANDUSDT,60,60,1635897600,1635897600,15529119,3.0646,3.3939,2.9711,3.1091,49300356.4908
40,16461887,SANDUSDT,60,60,1635901200,1635901200,11895653,3.1091,3.1878,2.8047,2.8651,35321897.1918
41,16466936,SANDUSDT,60,60,1635904800,1635904800,7693016,2.8651,2.9245,2.7443,2.8301,21975198.8848
42,16472145,SANDUSDT,60,60,1635908400,1635908400,7375420,2.8301,2.88,2.76,2.8536,20833699.6618
43,16477157,SANDUSDT,60,60,1635912000,1635912000,8018424,2.8536,2.8957,2.7002,2.7267,22532167.3924
44,16482366,SANDUSDT,60,60,1635915600,1635915600,6921096,2.7267,2.8455,2.7241,2.8355,19290498.5766
45,16487348,SANDUSDT,60,60,1635919200,1635919200,8326931,2.8355,2.8999,2.8001,2.8757,23813745.6236
46,16492527,SANDUSDT,60,60,1635922800,1635922800,5986600,2.8757,2.8801,2.7851,2.7884,16916010.539
47,16497614,SANDUSDT,60,60,1635926400,1635926400,7661466,2.7884,2.8471,2.73,2.8108,21424241.7654
48,16502747,SANDUSDT,60,60,1635930000,1635930000,7208299,2.8108,2.843,2.7639,2.8286,20203878.0758
49,16507860,SANDUSDT,60,60,1635933600,1635933600,7858266,2.8286,2.88,2.8,2.865,22238384.0519
50,16512927,SANDUSDT,60,60,1635937200,1635937200,17341943,2.865,3.1048,2.8514,3.0845,52179987.8894
51,16517986,SANDUSDT,60,60,1635940800,1635940800,18500449,3.0845,3.1943,2.9056,3.0144,56588961.0359
52,16523309,SANDUSDT,60,60,1635944400,1635944400,11719583,3.0144,3.09,2.9458,3.0368,35343075.6442
53,16528443,SANDUSDT,60,60,1635948000,1635948000,21617222,3.0368,3.4673,3.0139,3.4269,70394682.4275
54,16533492,SANDUSDT,60,60,1635951600,1635951600,12291984,3.4269,3.444,3.247,3.2742,40651855.5184
55,16538613,SANDUSDT,60,60,1635955200,1635955200,11991636,3.2742,3.2904,3.1049,3.1902,38168925.0811
56,16543689,SANDUSDT,60,60,1635958800,1635958800,10677273,3.1902,3.2313,3.07,3.1923,33753917.9077
57,16548831,SANDUSDT,60,60,1635962400,1635962400,9636222,3.1923,3.2543,3.0853,3.1394,30660197.1269
58,16554027,SANDUSDT,60,60,1635966000,1635966000,6726446,3.1394,3.1599,3.0435,3.0901,20856240.4324
59,16559084,SANDUSDT,60,60,1635969600,1635969600,4923483,3.0901,3.199,3.09,3.1722,15479175.2658
60,16564228,SANDUSDT,60,60,1635973200,1635973200,6468311,3.1722,3.1799,3.01,3.1426,20002838.4546
61,16569252,SANDUSDT,60,60,1635976800,1635976800,7739168,3.1426,3.3223,3.1222,3.2198,24863048.8039
62,16574425,SANDUSDT,60,60,1635980400,1635980400,5188366,3.2198,3.3017,3.1501,3.2057,16610727.2008
63,16579485,SANDUSDT,60,60,1635984000,1635984000,10650529,3.2057,3.3232,2.9252,2.9965,32503252.2343
64,16584809,SANDUSDT,60,60,1635987600,1635987600,7790774,2.9965,3.03,2.88,2.9777,23099842.5188
65,16589889,SANDUSDT,60,60,1635991200,1635991200,6203096,2.9777,3.0407,2.9444,2.9787,18538171.9619
66,16594964,SANDUSDT,60,60,1635994800,1635994800,6525406,2.9787,3.06,2.9631,3.0323,19612563.5707
67,16600005,SANDUSDT,60,60,1635998400,1635998400,6609869,3.0323,3.0603,2.9832,3.0374,19958772.0899
68,16605198,SANDUSDT,60,60,1636002000,1636002000,5387235,3.0374,3.0598,2.9647,2.9914,16222190.3711
69,16610257,SANDUSDT,60,60,1636005600,1636005600,6366891,2.9914,3.0387,2.9479,3.022,19132392.3908
70,16615400,SANDUSDT,60,60,1636009200,1636009200,9373408,3.022,3.0905,2.93,2.9556,28187392.4489
71,16620450,SANDUSDT,60,60,1636012800,1636012800,7587685,2.9556,3.0003,2.9153,2.961,22483328.122
72,16625626,SANDUSDT,60,60,1636016400,1636016400,13074573,2.961,3.17,2.9502,3.046,40166311.6905
73,16630721,SANDUSDT,60,60,1636020000,1636020000,8046182,3.046,3.0486,2.98,2.996,24254333.2246
74,16635789,SANDUSDT,60,60,1636023600,1636023600,7651812,2.996,3.019,2.909,2.9729,22714471.7236
75,16640970,SANDUSDT,60,60,1636027200,1636027200,5812572,2.9729,3.0062,2.935,2.9901,17253842.0267
76,16646151,SANDUSDT,60,60,1636030800,1636030800,9256224,2.9901,3.1074,2.9411,2.9503,27873982.6396
77,16651246,SANDUSDT,60,60,1636034400,1636034400,7671508,2.9503,2.973,2.8419,2.869,22277661.5666
78,16656315,SANDUSDT,60,60,1636038000,1636038000,10538693,2.869,2.89,2.74,2.7742,29502164.8231
79,16661526,SANDUSDT,60,60,1636041600,1636041600,9420546,2.7742,2.8175,2.68,2.7257,25915880.659
80,16666633,SANDUSDT,60,60,1636045200,1636045200,7647608,2.7257,2.7567,2.6399,2.705,20696401.3456
81,16671793,SANDUSDT,60,60,1636048800,1636048800,7612663,2.705,2.7895,2.6351,2.6583,20725543.6942
82,16676887,SANDUSDT,60,60,1636052400,1636052400,4095913,2.6583,2.729,2.6562,2.7127,11060256.149
83,16681933,SANDUSDT,60,60,1636056000,1636056000,3888818,2.7127,2.755,2.686,2.7275,10608955.183
84,16687063,SANDUSDT,60,60,1636059600,1636059600,2840095,2.7275,2.7597,2.6951,2.698,7720952.2848
85,16692220,SANDUSDT,60,60,1636063200,1636063200,6175016,2.698,2.735,2.605,2.7129,16499162.1596
86,16697228,SANDUSDT,60,60,1636066800,1636066800,4483610,2.7129,2.7729,2.6826,2.7015,12232935.4449
87,16702522,SANDUSDT,60,60,1636070400,1636070400,8086230,2.7015,2.802,2.649,2.6605,22037170.0162
88,16707656,SANDUSDT,60,60,1636074000,1636074000,5377936,2.6605,2.7223,2.6337,2.7222,14406012.4468
89,16712737,SANDUSDT,60,60,1636077600,1636077600,5146334,2.7222,2.758,2.666,2.6678,13966578.3211
90,16717876,SANDUSDT,60,60,1636081200,1636081200,5252110,2.6678,2.7081,2.6478,2.694,14067811.865
91,16722916,SANDUSDT,60,60,1636084800,1636084800,5303304,2.694,2.734,2.685,2.7022,14387331.8748
92,16728072,SANDUSDT,60,60,1636088400,1636088400,7721893,2.7022,2.7578,2.671,2.7386,20954506.3573
93,16733105,SANDUSDT,60,60,1636092000,1636092000,7201864,2.7386,2.7755,2.7111,2.7555,19743581.4694
94,16738403,SANDUSDT,60,60,1636095600,1636095600,6614427,2.7555,2.761,2.6855,2.6979,18031475.0713
95,16743367,SANDUSDT,60,60,1636099200,1636099200,5466249,2.6979,2.7356,2.689,2.726,14820181.0902
